genre,vote_average,,,,
  Drama,6.2,,,,
  Thriller,0,,,,
  Family,6.1,,,,
  Comedy,7.5,,,,
  Western],0,,,,
  Drama],7.7,,,,
  Comedy,6.7,,,,
  Drama],5,,,,
  Drama],6.5,,,,
  Horror,6.1,,,,
  Drama,0,,,,
  Science Fiction],2.8,,,,
  Action,5.9,,,,
  Comedy,2.3,,,,
  Comedy],3.2,,,,
  Drama,5,,,,
  Drama,7.7,,,,
  Horror,6,,,,
  Drama],7.4,,,,
  Horror,5.3,,,,
  Drama],5.9,,,,
  Adventure,5.8,,,,
  Crime,6.7,,,,
  Drama],6.8,,,,
  Thriller,4.1,,,,
  Drama],6.7,,,,
  Horror,7.2,,,,
  Comedy,6.6,,,,
,0,,,,
  Comedy,5.7,,,,
  Comedy,6.8,,,,
  Drama,6.8,,,,
  Comedy,6.9,,,,
  Comedy],6.5,,,,
  Drama],6.3,,,,
  Crime,8,,,,
  Drama,6.4,,,,
  Western],8.1,,,,
  Drama],7.8,,,,
  Drama,5.8,,,,
  Comedy,0,,,,
  Documentary],6.8,,,,
  Comedy],0,,,,
  Drama,4.1,,,,
  Drama,0,,,,
  Crime,6,,,,
  Comedy],3.9,,,,
  Action,6.8,,,,
  Thriller,4.4,,,,
,4.8,,,,
  Action,6.1,,,,
  Action,6.7,,,,
  Horror],4.2,,,,
  Horror],2,,,,
  Comedy],6.2,,,,
  Drama,7.2,,,,
  Comedy,6.8,,,,
  Documentary],5,,,,
  Horror],6.9,,,,
  Drama],6,,,,
  Fantasy,5.7,,,,
  Action,7.3,,,,
  Horror,3.1,,,,
  Horror,4.4,,,,
  Drama,7.9,,,,
  Horror,6.1,,,,
  Drama,7,,,,
  Adventure,6.3,,,,
  Drama],7.5,,,,
  Drama],4.1,,,,
  Adventure,6.1,,,,
  Horror,5.5,,,,
  Crime,8,,,,
  Drama,6.4,,,,
  Adventure,6.9,,,,
  Horror,4.9,,,,
  Horror],6.9,,,,
  Drama],5.7,,,,
  Horror,5.6,,,,
  Adventure,5.9,,,,
  Drama,6.9,,,,
  Drama],6.9,,,,
  Thriller,4.6,,,,
  Comedy,6.6,,,,
  Drama,5.5,,,,
  Documentary],6.7,,,,
  Action,6.2,,,,
  Documentary,7.2,,,,
  Action,5,,,,
  Drama,7.5,,,,
  Drama,6.6,,,,
  Documentary],7.4,,,,
  Drama],6.8,,,,
  Comedy,6,,,,
  Drama],6.7,,,,
  Drama,6.7,,,,
  Comedy,6.7,,,,
  Drama],6.7,,,,
  Documentary,7.4,,,,
  Drama,5.4,,,,
  Comedy,6.6,,,,
  Documentary],7.2,,,,
  Comedy,6.3,,,,
  Comedy,6.7,,,,
  Drama],6.7,,,,
  Crime,7.3,,,,
  Drama,6.1,,,,
  Comedy],6.2,,,,
  Drama,5.9,,,,
  Comedy],7.7,,,,
  Drama],6.7,,,,
  Drama],6.4,,,,
  Crime,6.8,,,,
  Comedy,6.7,,,,
  Science Fiction,7.5,,,,
  Comedy,5.6,,,,
  Documentary],7.5,,,,
  Documentary],6.6,,,,
  Documentary],4.7,,,,
  Drama],2.8,,,,
,4,,,,
  Drama,7.2,,,,
  Documentary],6.4,,,,
  Drama,4.7,,,,
  Thriller],3.4,,,,
  Mystery,6,,,,
  Comedy,6.2,,,,
  Comedy,6.3,,,,
  Romance,5.2,,,,
  Comedy,6,,,,
  Action,5.5,,,,
  Comedy,4.4,,,,
  Crime,6.2,,,,
  Drama,5.4,,,,
  Drama,6.6,,,,
,0,,,,
  Action,4.8,,,,
  Drama,3.3,,,,
  Comedy,8,,,,
  Crime,6.2,,,,
  Family,8,,,,
  Drama,6.4,,,,
  Drama,4.9,,,,
  Action,5.4,,,,
  Comedy,3.5,,,,
  Drama],6.1,,,,
  Drama],5.5,,,,
  Drama],6.1,,,,
,4.5,,,,
  Horror],4.7,,,,
  Horror,4.8,,,,
  Romance,7.6,,,,
  Comedy,5.7,,,,
  Comedy,5,,,,
  Western],3.2,,,,
  Thriller,4.9,,,,
  Horror,5.7,,,,
  Drama,5.3,,,,
  Science Fiction,6.6,,,,
  Horror],4,,,,
  Comedy,3.5,,,,
  Drama],4.1,,,,
  Drama,6.6,,,,
  Horror,5.7,,,,
  Drama,5.5,,,,
  Comedy,5,,,,
  Documentary],7.4,,,,
  Crime,8,,,,
  Comedy],5.3,,,,
  Drama],7.3,,,,
  Horror],5,,,,
  Drama,6.8,,,,
  Drama,6.1,,,,
  Drama],7.4,,,,
  Drama],7.3,,,,
  Comedy,5.8,,,,
  Animation,6.8,,,,
  Comedy],6.5,,,,
  Drama,6.7,,,,
  Drama],0,,,,
  Drama],5,,,,
  Comedy],5.8,,,,
  Comedy,6.4,,,,
  Comedy,5.2,,,,
  Crime,6.5,,,,
  Action,5,,,,
  Thriller,2,,,,
  Drama],7.7,,,,
  Comedy,7,,,,
  Comedy,6.9,,,,
  Drama,5.6,,,,
  Drama,7.8,,,,
  Drama,7.6,,,,
,0,,,,
  Drama,7.8,,,,
  Action,6.1,,,,
  Drama],7.3,,,,
  Drama],0,,,,
  Comedy],3.7,,,,
  Horror,6.1,,,,
  Action,6.6,,,,
  Horror,5.9,,,,
  Comedy,6.9,,,,
  Documentary],8,,,,
  Animation,6.5,,,,
  Comedy,6.8,,,,
  Comedy,7.7,,,,
  Horror,6,,,,
  Horror,5.4,,,,
  Drama],7.6,,,,
  Drama,5.6,,,,
  Horror,4.5,,,,
  Horror,5.7,,,,
  Horror],3.8,,,,
  Western],7.6,,,,
  Documentary],7.7,,,,
  Documentary],5.9,,,,
  Drama],6.7,,,,
  Mystery,6.5,,,,
  Crime,5.5,,,,
  Drama],6.5,,,,
  Drama],0,,,,
  Action,0,,,,
  Thriller,5.2,,,,
  Horror,4.8,,,,
  Documentary,6.2,,,,
  Documentary],0,,,,
  Mystery,5.6,,,,
  Drama],4.8,,,,
  Drama,5.3,,,,
  Comedy,7.4,,,,
  Horror,6.3,,,,
  History,7.1,,,,
  Comedy],6.4,,,,
  Action,5.5,,,,
  Thriller,0,,,,
  Drama],6,,,,
  Crime,3,,,,
  Music,5,,,,
,0,,,,
  Drama,6,,,,
  Thriller],4.8,,,,
  Comedy,7.3,,,,
  Documentary],0,,,,
  Drama,4.6,,,,
  Comedy,6,,,,
  Drama],7,,,,
  Documentary,4.2,,,,
  Adventure,6.1,,,,
  Drama,5.4,,,,
  Comedy],5.8,,,,
  Horror,5.7,,,,
  Documentary,7.2,,,,
  Drama,7.4,,,,
  Drama],6.2,,,,
  Documentary],7.3,,,,
  Documentary],7.8,,,,
  Comedy,7.5,,,,
  Drama],6.3,,,,
  Documentary],7,,,,
  Drama,5.6,,,,
  Comedy,4.8,,,,
  Drama,7,,,,
  Crime,6.9,,,,
  Romance,4.8,,,,
  Comedy,4,,,,
  Crime,5.3,,,,
  Comedy,6.4,,,,
  Romance,6,,,,
  Documentary],7.1,,,,
  Action,8.2,,,,
  Documentary],6.9,,,,
  Comedy,4.7,,,,
  Comedy],4.9,,,,
  Comedy,5.7,,,,
  Drama,4.2,,,,
  Drama],6.2,,,,
  Drama,6.2,,,,
  Drama,4,,,,
  Comedy],5,,,,
  Comedy,4.5,,,,
  Action,6.9,,,,
  Documentary,7,,,,
  Drama],5,,,,
  Action,5.9,,,,
,0,,,,
  Drama,7.3,,,,
  Horror,3.5,,,,
,0,,,,
  Action,3.4,,,,
  Mystery,6.5,,,,
  Crime,0,,,,
  Romance,5.2,,,,
  Music,6,,,,
  Thriller,0,,,,
  Family],5.5,,,,
  Documentary],5,,,,
,2,,,,
  Science Fiction,6.3,,,,
  Drama],4.3,,,,
  Action,7.2,,,,
,2.4,,,,
  Drama,6.2,,,,
  Horror,5.9,,,,
,0,,,,
  Music,6.1,,,,
,8,,,,
  Comedy,7,,,,
  Romance,6.9,,,,
  Horror,4.2,,,,
  Comedy],6.7,,,,
  Crime,6.9,,,,
  Horror,5.9,,,,
  Documentary],7.2,,,,
  Adventure,7.8,,,,
  Drama],7,,,,
,1,,,,
  Documentary,7.5,,,,
  Documentary],3.8,,,,
  Horror,5,,,,
  Horror],6.6,,,,
  Comedy,5.8,,,,
  Horror,5.5,,,,
  Romance,6.6,,,,
  Drama,0,,,,
  Drama,5.6,,,,
  Drama],7.8,,,,
  Drama],7.4,,,,
  Documentary],6.3,,,,
  Drama,5,,,,
  Horror],7.3,,,,
  Horror],6,,,,
  History,5.1,,,,
  Documentary],6.9,,,,
  Action,4.9,,,,
  Documentary],6.8,,,,
  Science Fiction,4.7,,,,
  Drama],8.2,,,,
  Animation,7.6,,,,
  Comedy,7.7,,,,
  Drama],6.9,,,,
  Music,8,,,,
  Comedy,6.2,,,,
  Fantasy,6.4,,,,
  Comedy],6.1,,,,
  Comedy,6.4,,,,
,0,,,,
  Drama],6.3,,,,
  Drama],6.4,,,,
  Drama],4.8,,,,
  Drama,7.6,,,,
  Documentary],7.3,,,,
  Documentary],5.5,,,,
  Drama],7,,,,
  Drama],3,,,,
  Action,5.3,,,,
  Action,2.8,,,,
,7,,,,
  Action,5.9,,,,
  Horror,6.8,,,,
  Horror],0,,,,
  Romance,0,,,,
  Drama,6.2,,,,
  Horror],5,,,,
  Comedy,5.7,,,,
  Drama,6.3,,,,
  Comedy,6.7,,,,
  Comedy,6.3,,,,
,0,,,,
  Crime,6.5,,,,
  Comedy,5.7,,,,
  Comedy,5.7,,,,
  Drama,5,,,,
  Drama,0,,,,
  Thriller,6.9,,,,
  Comedy,5.8,,,,
  Drama,7.5,,,,
  Drama,4.9,,,,
  Drama,6.4,,,,
  Horror],3,,,,
  Comedy],5.5,,,,
  Drama,7,,,,
  Thriller,4.1,,,,
  Drama],5.9,,,,
  Drama,6.9,,,,
  Thriller,6.6,,,,
  Science Fiction,4.8,,,,
  Music],5.5,,,,
  Drama],0,,,,
  Action,6.4,,,,
  Drama,5.7,,,,
  Crime,5,,,,
,0,,,,
  Horror,4.2,,,,
  Family,5.5,,,,
  Documentary],0,,,,
  Drama,7,,,,
  Comedy],10,,,,
  Romance,7.7,,,,
  Drama,6.9,,,,
  Western],0,,,,
  Foreign,6.9,,,,
  Romance,5.2,,,,
  Comedy],4.3,,,,
  Adventure,6.7,,,,
  Adventure,6.6,,,,
  Comedy,6.8,,,,
  Western],7.6,,,,
  Comedy],5.1,,,,
,0,,,,
  Drama],6.5,,,,
  Drama],6.6,,,,
  Romance,6.3,,,,
  Music,8,,,,
  Documentary],8,,,,
  Crime,4.9,,,,
,5.5,,,,
  Horror],4.6,,,,
  Drama,5.8,,,,
  Horror],0,,,,
  Documentary],7.7,,,,
  Drama],7.8,,,,
  Comedy,6.1,,,,
  Science Fiction,7.7,,,,
  Documentary],6.8,,,,
  Drama,4.6,,,,
  Drama,6,,,,
  Music,0,,,,
  Thriller,6.5,,,,
  Drama],0,,,,
  Drama,7.8,,,,
  Drama,7.4,,,,
  Comedy,6.1,,,,
  Documentary],0,,,,
  Drama],0,,,,
  Drama,6.8,,,,
  Action,4.6,,,,
  Drama],5,,,,
  Comedy,5.5,,,,
  Drama,7.3,,,,
  Drama],4.9,,,,
  Documentary],5.5,,,,
  Thriller,5.8,,,,
  Action,0,,,,
  Animation,7.5,,,,
  Documentary],0,,,,
  Documentary],7.2,,,,
  Documentary],6.8,,,,
  Documentary,7.4,,,,
,0,,,,
  Science Fiction,6.3,,,,
,0,,,,
  Drama,6.5,,,,
  Comedy],5.9,,,,
  Drama,7.1,,,,
  Drama],6.5,,,,
  Comedy],0,,,,
  Drama],6.6,,,,
  Horror,4.9,,,,
  Drama,7.5,,,,
  Comedy],5.7,,,,
  Comedy,7.1,,,,
  Action,4.9,,,,
  Comedy,6.5,,,,
  Family],0,,,,
  Drama,6.3,,,,
  Documentary],7.4,,,,
  Thriller],5.2,,,,
  Crime,7,,,,
  Thriller,5,,,,
  Crime,7.3,,,,
  Documentary,5.5,,,,
  Documentary],6.4,,,,
  Mystery,7.1,,,,
  Comedy,6,,,,
  Romance,3.7,,,,
  Science Fiction],3.3,,,,
  Documentary,6.6,,,,
  Comedy],4.5,,,,
  Comedy,5.2,,,,
  Horror,4.4,,,,
  Drama],6.4,,,,
  Drama,6.7,,,,
  Mystery,5.8,,,,
  Comedy,6.3,,,,
  Drama],6,,,,
  Drama,6,,,,
  Romance,5.6,,,,
  Thriller,5.1,,,,
  Drama,5,,,,
  Documentary],8.3,,,,
  Horror,6.9,,,,
  Documentary],5,,,,
  Thriller,5.8,,,,
  Documentary],5.7,,,,
  Drama],6.6,,,,
  Comedy],6.8,,,,
  Drama],6.4,,,,
  Comedy,7,,,,
  Thriller,2,,,,
  Horror],3.2,,,,
  Documentary,7.9,,,,
  Thriller,3.5,,,,
  Drama,6.4,,,,
  Action,0,,,,
  Drama,6.1,,,,
  Horror],0,,,,
  Drama,6.3,,,,
  Comedy],7.4,,,,
  Drama,6,,,,
  Drama,6.3,,,,
  Comedy,6.8,,,,
  Drama],5.5,,,,
  Action,6,,,,
  Comedy],6.4,,,,
  Thriller,0,,,,
  Comedy,6,,,,
  Drama,6.8,,,,
  Thriller,4.7,,,,
  Drama,6.2,,,,
  Drama],0,,,,
  Comedy,5.6,,,,
  Science Fiction,4.2,,,,
  Horror,6.2,,,,
  Drama],6.7,,,,
  Drama,6.6,,,,
  Horror],2,,,,
  Crime,7.4,,,,
  Drama],6,,,,
  Thriller,0,,,,
  Drama],6,,,,
  Science Fiction,6.9,,,,
  Foreign,7.5,,,,
  Action,6.6,,,,
  Comedy,5.9,,,,
  Comedy,7,,,,
,5.7,,,,
  Documentary],6.3,,,,
